journal	category
ACM TRANSACTIONS ON INTERNET TECHNOLOGY	COMPUTER SCIENCE, SOFTWARE ENGINEERING
ACM TRANSACTIONS ON KNOWLEDGE DISCOVERY FROM DATA	COMPUTER SCIENCE, SOFTWARE ENGINEERING
ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE	COMPUTER SCIENCE, SOFTWARE ENGINEERING
ACM TRANSACTIONS ON MULTIMEDIA COMPUTING COMMUNICATIONS AND APPLICATIONS	COMPUTER SCIENCE, SOFTWARE ENGINEERING
ACM TRANSACTIONS ON PROGRAMMING LANGUAGES AND SYSTEMS	COMPUTER SCIENCE, SOFTWARE ENGINEERING
ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY	COMPUTER SCIENCE, SOFTWARE ENGINEERING
ACM TRANSACTIONS ON STORAGE	COMPUTER SCIENCE, SOFTWARE ENGINEERING
ACM TRANSACTIONS ON THE WEB	COMPUTER SCIENCE, SOFTWARE ENGINEERING
ADVANCES IN COMPUTERS	COMPUTER SCIENCE, SOFTWARE ENGINEERING
ADVANCES IN ENGINEERING SOFTWARE	COMPUTER SCIENCE, SOFTWARE ENGINEERING
ALGORITHMICA	COMPUTER SCIENCE, SOFTWARE ENGINEERING
AUTOMATED SOFTWARE ENGINEERING	COMPUTER SCIENCE, SOFTWARE ENGINEERING
BIT NUMERICAL MATHEMATICS	COMPUTER SCIENCE, SOFTWARE ENGINEERING
COMMUNICATIONS OF THE ACM	COMPUTER SCIENCE, SOFTWARE ENGINEERING
COMPUTER	COMPUTER SCIENCE, SOFTWARE ENGINEERING
COMPUTER AIDED GEOMETRIC DESIGN	COMPUTER SCIENCE, SOFTWARE ENGINEERING
COMPUTER ANIMATION AND VIRTUAL WORLDS	COMPUTER SCIENCE, SOFTWARE ENGINEERING
COMPUTER GRAPHICS FORUM	COMPUTER SCIENCE, SOFTWARE ENGINEERING
COMPUTER JOURNAL	COMPUTER SCIENCE, SOFTWARE ENGINEERING
COMPUTER LANGUAGES SYSTEMS & STRUCTURES	COMPUTER SCIENCE, SOFTWARE ENGINEERING
COMPUTER SCIENCE AND INFORMATION SYSTEMS	COMPUTER SCIENCE, SOFTWARE ENGINEERING
COMPUTER STANDARDS & INTERFACES	COMPUTER SCIENCE, SOFTWARE ENGINEERING
COMPUTER-AIDED DESIGN	COMPUTER SCIENCE, SOFTWARE ENGINEERING
COMPUTERS & GRAPHICS-UK	COMPUTER SCIENCE, SOFTWARE ENGINEERING
CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE	COMPUTER SCIENCE, SOFTWARE ENGINEERING
DESIGN AUTOMATION FOR EMBEDDED SYSTEMS	COMPUTER SCIENCE, SOFTWARE ENGINEERING
DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE	COMPUTER SCIENCE, SOFTWARE ENGINEERING
EMPIRICAL SOFTWARE ENGINEERING	COMPUTER SCIENCE, SOFTWARE ENGINEERING
FORMAL ASPECTS OF COMPUTING	COMPUTER SCIENCE, SOFTWARE ENGINEERING
FRONTIERS OF COMPUTER SCIENCE	COMPUTER SCIENCE, SOFTWARE ENGINEERING
FRONTIERS OF INFORMATION TECHNOLOGY & ELECTRONIC ENGINEERING	COMPUTER SCIENCE, SOFTWARE ENGINEERING
FUNDAMENTA INFORMATICAE	COMPUTER SCIENCE, SOFTWARE ENGINEERING
GRAPHICAL MODELS	COMPUTER SCIENCE, SOFTWARE ENGINEERING
IBM JOURNAL OF RESEARCH AND DEVELOPMENT	COMPUTER SCIENCE, SOFTWARE ENGINEERING
ICGA JOURNAL	COMPUTER SCIENCE, SOFTWARE ENGINEERING
IEEE COMPUTER GRAPHICS AND APPLICATIONS	COMPUTER SCIENCE, SOFTWARE ENGINEERING
IEEE EMBEDDED SYSTEMS LETTERS	COMPUTER SCIENCE, SOFTWARE ENGINEERING
IEEE INTERNET COMPUTING	COMPUTER SCIENCE, SOFTWARE ENGINEERING
IEEE MICRO	COMPUTER SCIENCE, SOFTWARE ENGINEERING
IEEE MULTIMEDIA	COMPUTER SCIENCE, SOFTWARE ENGINEERING
IEEE SECURITY & PRIVACY	COMPUTER SCIENCE, SOFTWARE ENGINEERING
IEEE SOFTWARE	COMPUTER SCIENCE, SOFTWARE ENGINEERING
IEEE TRANSACTIONS ON COMPUTATIONAL INTELLIGENCE AND AI IN GAMES	COMPUTER SCIENCE, SOFTWARE ENGINEERING
IEEE TRANSACTIONS ON DEPENDABLE AND SECURE COMPUTING	COMPUTER SCIENCE, SOFTWARE ENGINEERING
IEEE TRANSACTIONS ON MULTIMEDIA	COMPUTER SCIENCE, SOFTWARE ENGINEERING
IEEE TRANSACTIONS ON RELIABILITY	COMPUTER SCIENCE, SOFTWARE ENGINEERING
IEEE TRANSACTIONS ON SERVICES COMPUTING	COMPUTER SCIENCE, SOFTWARE ENGINEERING
IEEE TRANSACTIONS ON SOFTWARE ENGINEERING	COMPUTER SCIENCE, SOFTWARE ENGINEERING
IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS	COMPUTER SCIENCE, SOFTWARE ENGINEERING
IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS	COMPUTER SCIENCE, SOFTWARE ENGINEERING
IET SOFTWARE	COMPUTER SCIENCE, SOFTWARE ENGINEERING
IMAGE AND VISION COMPUTING	COMPUTER SCIENCE, SOFTWARE ENGINEERING
INFORMATION AND SOFTWARE TECHNOLOGY	COMPUTER SCIENCE, SOFTWARE ENGINEERING
INFORMATION VISUALIZATION	COMPUTER SCIENCE, SOFTWARE ENGINEERING
INTERNATIONAL JOURNAL OF DATA WAREHOUSING AND MINING	COMPUTER SCIENCE, SOFTWARE ENGINEERING
INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE	COMPUTER SCIENCE, SOFTWARE ENGINEERING
INTERNATIONAL JOURNAL OF INFORMATION SECURITY	COMPUTER SCIENCE, SOFTWARE ENGINEERING
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING	COMPUTER SCIENCE, SOFTWARE ENGINEERING
INTERNATIONAL JOURNAL OF WAVELETS MULTIRESOLUTION AND INFORMATION PROCESSIN G	COMPUTER SCIENCE, SOFTWARE ENGINEERING
INTERNATIONAL JOURNAL OF WEB AND GRID SERVICES	COMPUTER SCIENCE, SOFTWARE ENGINEERING
INTERNATIONAL JOURNAL OF WEB SERVICES RESEARCH	COMPUTER SCIENCE, SOFTWARE ENGINEERING
INTERNATIONAL JOURNAL ON SOFTWARE TOOLS FOR TECHNOLOGY TRANSFER	COMPUTER SCIENCE, SOFTWARE ENGINEERING
IT PROFESSIONAL	COMPUTER SCIENCE, SOFTWARE ENGINEERING
JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY	COMPUTER SCIENCE, SOFTWARE ENGINEERING
JOURNAL OF DATABASE MANAGEMENT	COMPUTER SCIENCE, SOFTWARE ENGINEERING
JOURNAL OF FUNCTIONAL PROGRAMMING	COMPUTER SCIENCE, SOFTWARE ENGINEERING
JOURNAL OF MATHEMATICAL IMAGING AND VISION	COMPUTER SCIENCE, SOFTWARE ENGINEERING
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS	COMPUTER SCIENCE, SOFTWARE ENGINEERING
JOURNAL OF SOFTWARE-EVOLUTION AND PROCESS	COMPUTER SCIENCE, SOFTWARE ENGINEERING
JOURNAL OF SYSTEMS AND SOFTWARE	COMPUTER SCIENCE, SOFTWARE ENGINEERING
JOURNAL OF SYSTEMS ARCHITECTURE	COMPUTER SCIENCE, SOFTWARE ENGINEERING
JOURNAL OF THE ACM	COMPUTER SCIENCE, SOFTWARE ENGINEERING
JOURNAL OF UNIVERSAL COMPUTER SCIENCE	COMPUTER SCIENCE, SOFTWARE ENGINEERING
JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION	COMPUTER SCIENCE, SOFTWARE ENGINEERING
JOURNAL OF VISUAL LANGUAGES AND COMPUTING	COMPUTER SCIENCE, SOFTWARE ENGINEERING
JOURNAL OF WEB ENGINEERING	COMPUTER SCIENCE, SOFTWARE ENGINEERING
JOURNAL OF WEB SEMANTICS	COMPUTER SCIENCE, SOFTWARE ENGINEERING
MATHEMATICAL PROGRAMMING	COMPUTER SCIENCE, SOFTWARE ENGINEERING
MATHEMATICS AND COMPUTERS IN SIMULATION	COMPUTER SCIENCE, SOFTWARE ENGINEERING
MULTIMEDIA TOOLS AND APPLICATIONS	COMPUTER SCIENCE, SOFTWARE ENGINEERING
OPTIMIZATION METHODS & SOFTWARE	COMPUTER SCIENCE, SOFTWARE ENGINEERING
PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS	COMPUTER SCIENCE, SOFTWARE ENGINEERING
PROGRAMMING AND COMPUTER SOFTWARE	COMPUTER SCIENCE, SOFTWARE ENGINEERING
RANDOM STRUCTURES & ALGORITHMS	COMPUTER SCIENCE, SOFTWARE ENGINEERING
REQUIREMENTS ENGINEERING	COMPUTER SCIENCE, SOFTWARE ENGINEERING
SCIENCE OF COMPUTER PROGRAMMING	COMPUTER SCIENCE, SOFTWARE ENGINEERING
SCIENTIFIC PROGRAMMING	COMPUTER SCIENCE, SOFTWARE ENGINEERING
SIAM JOURNAL ON IMAGING SCIENCES	COMPUTER SCIENCE, SOFTWARE ENGINEERING
SIGMOD RECORD	COMPUTER SCIENCE, SOFTWARE ENGINEERING
SIMULATION MODELLING PRACTICE AND THEORY	COMPUTER SCIENCE, SOFTWARE ENGINEERING
SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNAT IONAL	COMPUTER SCIENCE, SOFTWARE ENGINEERING
SOFTWARE AND SYSTEMS MODELING	COMPUTER SCIENCE, SOFTWARE ENGINEERING
SOFTWARE QUALITY JOURNAL	COMPUTER SCIENCE, SOFTWARE ENGINEERING
SOFTWARE TESTING VERIFICATION & RELIABILITY	COMPUTER SCIENCE, SOFTWARE ENGINEERING
SOFTWARE-PRACTICE & EXPERIENCE	COMPUTER SCIENCE, SOFTWARE ENGINEERING
THEORY AND PRACTICE OF LOGIC PROGRAMMING	COMPUTER SCIENCE, SOFTWARE ENGINEERING
TSINGHUA SCIENCE AND TECHNOLOGY	COMPUTER SCIENCE, SOFTWARE ENGINEERING
VIRTUAL REALITY	COMPUTER SCIENCE, SOFTWARE ENGINEERING
VISUAL COMPUTER	COMPUTER SCIENCE, SOFTWARE ENGINEERING
WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS	COMPUTER SCIENCE, SOFTWARE ENGINEERING
ACM COMPUTING SURVEYS	COMPUTER SCIENCE, THEORY & METHODS
ACM TRANSACTIONS ON ALGORITHMS	COMPUTER SCIENCE, THEORY & METHODS
ACM TRANSACTIONS ON ARCHITECTURE AND CODE OPTIMIZATION	COMPUTER SCIENCE, THEORY & METHODS
ACM TRANSACTIONS ON AUTONOMOUS AND ADAPTIVE SYSTEMS	COMPUTER SCIENCE, THEORY & METHODS
ACM TRANSACTIONS ON COMPUTATIONAL LOGIC	COMPUTER SCIENCE, THEORY & METHODS
ACM TRANSACTIONS ON COMPUTER SYSTEMS	COMPUTER SCIENCE, THEORY & METHODS
ACM TRANSACTIONS ON MULTIMEDIA COMPUTING COMMUNICATIONS AND APPLICATIONS	COMPUTER SCIENCE, THEORY & METHODS
ADVANCES IN MATHEMATICS OF COMMUNICATIONS	COMPUTER SCIENCE, THEORY & METHODS
APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING	COMPUTER SCIENCE, THEORY & METHODS
APPLIED ONTOLOGY	COMPUTER SCIENCE, THEORY & METHODS
ARTIFICIAL LIFE	COMPUTER SCIENCE, THEORY & METHODS
BIG DATA	COMPUTER SCIENCE, THEORY & METHODS
BIG DATA RESEARCH	COMPUTER SCIENCE, THEORY & METHODS
CLUSTER COMPUTING-THE JOURNAL OF NETWORKS SOFTWARE TOOLS AND APPLICATIONS	COMPUTER SCIENCE, THEORY & METHODS
COMBINATORICS PROBABILITY & COMPUTING	COMPUTER SCIENCE, THEORY & METHODS
COMMUNICATIONS OF THE ACM	COMPUTER SCIENCE, THEORY & METHODS
COMPUTATIONAL COMPLEXITY	COMPUTER SCIENCE, THEORY & METHODS
COMPUTER JOURNAL	COMPUTER SCIENCE, THEORY & METHODS
COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE	COMPUTER SCIENCE, THEORY & METHODS
COMPUTER SYSTEMS SCIENCE AND ENGINEERING	COMPUTER SCIENCE, THEORY & METHODS
COMPUTING	COMPUTER SCIENCE, THEORY & METHODS
CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE	COMPUTER SCIENCE, THEORY & METHODS
CONNECTION SCIENCE	COMPUTER SCIENCE, THEORY & METHODS
CONSTRAINTS	COMPUTER SCIENCE, THEORY & METHODS
CRYPTOGRAPHY AND COMMUNICATIONS-DISCRETE-STRUCTURES BOOLEAN FUNCTIONS AND S EQUENCES	COMPUTER SCIENCE, THEORY & METHODS
CRYPTOLOGIA	COMPUTER SCIENCE, THEORY & METHODS
DESIGNS CODES AND CRYPTOGRAPHY	COMPUTER SCIENCE, THEORY & METHODS
DISCRETE & COMPUTATIONAL GEOMETRY	COMPUTER SCIENCE, THEORY & METHODS
DISTRIBUTED AND PARALLEL DATABASES	COMPUTER SCIENCE, THEORY & METHODS
DISTRIBUTED COMPUTING	COMPUTER SCIENCE, THEORY & METHODS
EVOLUTIONARY COMPUTATION	COMPUTER SCIENCE, THEORY & METHODS
EXPERT SYSTEMS	COMPUTER SCIENCE, THEORY & METHODS
FORMAL METHODS IN SYSTEM DESIGN	COMPUTER SCIENCE, THEORY & METHODS
FOUNDATIONS OF COMPUTATIONAL MATHEMATICS	COMPUTER SCIENCE, THEORY & METHODS
FRONTIERS OF COMPUTER SCIENCE	COMPUTER SCIENCE, THEORY & METHODS
FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE	COMPUTER SCIENCE, THEORY & METHODS
FUZZY SETS AND SYSTEMS	COMPUTER SCIENCE, THEORY & METHODS
GENETIC PROGRAMMING AND EVOLVABLE MACHINES	COMPUTER SCIENCE, THEORY & METHODS
HUMAN-COMPUTER INTERACTION	COMPUTER SCIENCE, THEORY & METHODS
IBM JOURNAL OF RESEARCH AND DEVELOPMENT	COMPUTER SCIENCE, THEORY & METHODS
IEEE ANNALS OF THE HISTORY OF COMPUTING	COMPUTER SCIENCE, THEORY & METHODS
IEEE CLOUD COMPUTING	COMPUTER SCIENCE, THEORY & METHODS
IEEE MULTIMEDIA	COMPUTER SCIENCE, THEORY & METHODS
IEEE TRANSACTIONS ON CLOUD COMPUTING	COMPUTER SCIENCE, THEORY & METHODS
IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION	COMPUTER SCIENCE, THEORY & METHODS
IEEE TRANSACTIONS ON INFORMATION FORENSICS AND SECURITY	COMPUTER SCIENCE, THEORY & METHODS
IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS	COMPUTER SCIENCE, THEORY & METHODS
IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS	COMPUTER SCIENCE, THEORY & METHODS
IEEE-ACM TRANSACTIONS ON NETWORKING	COMPUTER SCIENCE, THEORY & METHODS
IET COMPUTERS AND DIGITAL TECHNIQUES	COMPUTER SCIENCE, THEORY & METHODS
IET INFORMATION SECURITY	COMPUTER SCIENCE, THEORY & METHODS
IMAGE AND VISION COMPUTING	COMPUTER SCIENCE, THEORY & METHODS
INFORMATION AND COMPUTATION	COMPUTER SCIENCE, THEORY & METHODS
INFORMATION FUSION	COMPUTER SCIENCE, THEORY & METHODS
INFORMATION SYSTEMS FRONTIERS	COMPUTER SCIENCE, THEORY & METHODS
INTERNATIONAL JOURNAL OF BIO-INSPIRED COMPUTATION	COMPUTER SCIENCE, THEORY & METHODS
INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE	COMPUTER SCIENCE, THEORY & METHODS
INTERNATIONAL JOURNAL OF GENERAL SYSTEMS	COMPUTER SCIENCE, THEORY & METHODS
INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS	COMPUTER SCIENCE, THEORY & METHODS
INTERNATIONAL JOURNAL OF INFORMATION SECURITY	COMPUTER SCIENCE, THEORY & METHODS
INTERNATIONAL JOURNAL OF PARALLEL PROGRAMMING	COMPUTER SCIENCE, THEORY & METHODS
INTERNATIONAL JOURNAL OF QUANTUM INFORMATION	COMPUTER SCIENCE, THEORY & METHODS
INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE	COMPUTER SCIENCE, THEORY & METHODS
INTERNATIONAL JOURNAL OF UNCONVENTIONAL COMPUTING	COMPUTER SCIENCE, THEORY & METHODS
JOURNAL OF CELLULAR AUTOMATA	COMPUTER SCIENCE, THEORY & METHODS
JOURNAL OF COMPUTATIONAL SCIENCE	COMPUTER SCIENCE, THEORY & METHODS
JOURNAL OF COMPUTER AND SYSTEM SCIENCES	COMPUTER SCIENCE, THEORY & METHODS
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL	COMPUTER SCIENCE, THEORY & METHODS
JOURNAL OF CRYPTOLOGY	COMPUTER SCIENCE, THEORY & METHODS
JOURNAL OF GRID COMPUTING	COMPUTER SCIENCE, THEORY & METHODS
JOURNAL OF HEURISTICS	COMPUTER SCIENCE, THEORY & METHODS
JOURNAL OF LOGIC AND COMPUTATION	COMPUTER SCIENCE, THEORY & METHODS
JOURNAL OF LOGICAL AND ALGEBRAIC METHODS IN PROGRAMMING	COMPUTER SCIENCE, THEORY & METHODS
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING	COMPUTER SCIENCE, THEORY & METHODS
JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING	COMPUTER SCIENCE, THEORY & METHODS
JOURNAL OF SUPERCOMPUTING	COMPUTER SCIENCE, THEORY & METHODS
JOURNAL OF SYMBOLIC COMPUTATION	COMPUTER SCIENCE, THEORY & METHODS
JOURNAL OF SYSTEMS AND SOFTWARE	COMPUTER SCIENCE, THEORY & METHODS
JOURNAL OF THE ACM	COMPUTER SCIENCE, THEORY & METHODS
JOURNAL OF UNIVERSAL COMPUTER SCIENCE	COMPUTER SCIENCE, THEORY & METHODS
JOURNAL OF WEB ENGINEERING	COMPUTER SCIENCE, THEORY & METHODS
LOGICAL METHODS IN COMPUTER SCIENCE	COMPUTER SCIENCE, THEORY & METHODS
MALAYSIAN JOURNAL OF COMPUTER SCIENCE	COMPUTER SCIENCE, THEORY & METHODS
MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE	COMPUTER SCIENCE, THEORY & METHODS
MICROPROCESSORS AND MICROSYSTEMS	COMPUTER SCIENCE, THEORY & METHODS
MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING	COMPUTER SCIENCE, THEORY & METHODS
MULTIMEDIA SYSTEMS	COMPUTER SCIENCE, THEORY & METHODS
MULTIMEDIA TOOLS AND APPLICATIONS	COMPUTER SCIENCE, THEORY & METHODS
NATURAL COMPUTING	COMPUTER SCIENCE, THEORY & METHODS
NEW GENERATION COMPUTING	COMPUTER SCIENCE, THEORY & METHODS
PARALLEL COMPUTING	COMPUTER SCIENCE, THEORY & METHODS
PERFORMANCE EVALUATION	COMPUTER SCIENCE, THEORY & METHODS
PROBLEMS OF INFORMATION TRANSMISSION	COMPUTER SCIENCE, THEORY & METHODS
QUANTUM INFORMATION & COMPUTATION	COMPUTER SCIENCE, THEORY & METHODS
REAL-TIME SYSTEMS	COMPUTER SCIENCE, THEORY & METHODS
ROMANIAN JOURNAL OF INFORMATION SCIENCE AND TECHNOLOGY	COMPUTER SCIENCE, THEORY & METHODS
SEMANTIC WEB	COMPUTER SCIENCE, THEORY & METHODS
SIAM JOURNAL ON COMPUTING	COMPUTER SCIENCE, THEORY & METHODS
STATISTICS AND COMPUTING	COMPUTER SCIENCE, THEORY & METHODS
SWARM AND EVOLUTIONARY COMPUTATION	COMPUTER SCIENCE, THEORY & METHODS
THEORETICAL COMPUTER SCIENCE	COMPUTER SCIENCE, THEORY & METHODS
THEORY AND PRACTICE OF LOGIC PROGRAMMING	COMPUTER SCIENCE, THEORY & METHODS
THEORY OF COMPUTING	COMPUTER SCIENCE, THEORY & METHODS
THEORY OF COMPUTING SYSTEMS	COMPUTER SCIENCE, THEORY & METHODS
WILEY INTERDISCIPLINARY REVIEWS-DATA MINING AND KNOWLEDGE DISCOVERY	COMPUTER SCIENCE, THEORY & METHODS
ACI MATERIALS JOURNAL	CONSTRUCTION & BUILDING TECHNOLOGY
ACI STRUCTURAL JOURNAL	CONSTRUCTION & BUILDING TECHNOLOGY
ADVANCED STEEL CONSTRUCTION	CONSTRUCTION & BUILDING TECHNOLOGY
ADVANCES IN CEMENT RESEARCH	CONSTRUCTION & BUILDING TECHNOLOGY
ADVANCES IN CIVIL ENGINEERING	CONSTRUCTION & BUILDING TECHNOLOGY
ADVANCES IN CONCRETE CONSTRUCTION	CONSTRUCTION & BUILDING TECHNOLOGY
ADVANCES IN STRUCTURAL ENGINEERING	CONSTRUCTION & BUILDING TECHNOLOGY
ASHRAE JOURNAL	CONSTRUCTION & BUILDING TECHNOLOGY
AUTOMATION IN CONSTRUCTION	CONSTRUCTION & BUILDING TECHNOLOGY
BAUINGENIEUR	CONSTRUCTION & BUILDING TECHNOLOGY
BAUPHYSIK	CONSTRUCTION & BUILDING TECHNOLOGY
BETON- UND STAHLBETONBAU	CONSTRUCTION & BUILDING TECHNOLOGY
BUILDING AND ENVIRONMENT	CONSTRUCTION & BUILDING TECHNOLOGY
BUILDING RESEARCH AND INFORMATION	CONSTRUCTION & BUILDING TECHNOLOGY
BUILDING SERVICES ENGINEERING RESEARCH & TECHNOLOGY	CONSTRUCTION & BUILDING TECHNOLOGY
BUILDING SIMULATION	CONSTRUCTION & BUILDING TECHNOLOGY
CEMENT & CONCRETE COMPOSITES	CONSTRUCTION & BUILDING TECHNOLOGY
CEMENT AND CONCRETE RESEARCH	CONSTRUCTION & BUILDING TECHNOLOGY
CEMENT WAPNO BETON	CONSTRUCTION & BUILDING TECHNOLOGY
COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING	CONSTRUCTION & BUILDING TECHNOLOGY
COMPUTERS AND CONCRETE	CONSTRUCTION & BUILDING TECHNOLOGY
CONSTRUCTION AND BUILDING MATERIALS	CONSTRUCTION & BUILDING TECHNOLOGY
ENERGY AND BUILDINGS	CONSTRUCTION & BUILDING TECHNOLOGY
ENGINEERING JOURNAL-AMERICAN INSTITUTE OF STEEL CONSTRUCTION	CONSTRUCTION & BUILDING TECHNOLOGY
INDOOR AIR	CONSTRUCTION & BUILDING TECHNOLOGY
INDOOR AND BUILT ENVIRONMENT	CONSTRUCTION & BUILDING TECHNOLOGY
INFORMES DE LA CONSTRUCCION	CONSTRUCTION & BUILDING TECHNOLOGY
INTERNATIONAL JOURNAL OF ARCHITECTURAL HERITAGE	CONSTRUCTION & BUILDING TECHNOLOGY
INTERNATIONAL JOURNAL OF CONCRETE STRUCTURES AND MATERIALS	CONSTRUCTION & BUILDING TECHNOLOGY
INTERNATIONAL JOURNAL OF PAVEMENT ENGINEERING	CONSTRUCTION & BUILDING TECHNOLOGY
INTERNATIONAL JOURNAL OF STEEL STRUCTURES	CONSTRUCTION & BUILDING TECHNOLOGY
INTERNATIONAL JOURNAL OF VENTILATION	CONSTRUCTION & BUILDING TECHNOLOGY
JOURNAL OF ADVANCED CONCRETE TECHNOLOGY	CONSTRUCTION & BUILDING TECHNOLOGY
JOURNAL OF ASIAN ARCHITECTURE AND BUILDING ENGINEERING	CONSTRUCTION & BUILDING TECHNOLOGY
JOURNAL OF BUILDING PERFORMANCE SIMULATION	CONSTRUCTION & BUILDING TECHNOLOGY
JOURNAL OF BUILDING PHYSICS	CONSTRUCTION & BUILDING TECHNOLOGY
JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT	CONSTRUCTION & BUILDING TECHNOLOGY
JOURNAL OF CONSTRUCTIONAL STEEL RESEARCH	CONSTRUCTION & BUILDING TECHNOLOGY
JOURNAL OF MATERIALS IN CIVIL ENGINEERING	CONSTRUCTION & BUILDING TECHNOLOGY
JOURNAL OF PERFORMANCE OF CONSTRUCTED FACILITIES	CONSTRUCTION & BUILDING TECHNOLOGY
JOURNAL OF STRUCTURAL ENGINEERING	CONSTRUCTION & BUILDING TECHNOLOGY
LEUKOS	CONSTRUCTION & BUILDING TECHNOLOGY
LIGHTING RESEARCH & TECHNOLOGY	CONSTRUCTION & BUILDING TECHNOLOGY
MAGAZINE OF CONCRETE RESEARCH	CONSTRUCTION & BUILDING TECHNOLOGY
MATERIALES DE CONSTRUCCION	CONSTRUCTION & BUILDING TECHNOLOGY
MATERIALS AND STRUCTURES	CONSTRUCTION & BUILDING TECHNOLOGY
PCI JOURNAL	CONSTRUCTION & BUILDING TECHNOLOGY
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-STRUCTURES AND BUILDINGS	CONSTRUCTION & BUILDING TECHNOLOGY
REVISTA DE LA CONSTRUCCION	CONSTRUCTION & BUILDING TECHNOLOGY
REVISTA ROMANA DE MATERIALE-ROMANIAN JOURNAL OF MATERIALS	CONSTRUCTION & BUILDING TECHNOLOGY
ROAD MATERIALS AND PAVEMENT DESIGN	CONSTRUCTION & BUILDING TECHNOLOGY
SCIENCE AND TECHNOLOGY FOR THE BUILT ENVIRONMENT	CONSTRUCTION & BUILDING TECHNOLOGY
STAHLBAU	CONSTRUCTION & BUILDING TECHNOLOGY
STEEL AND COMPOSITE STRUCTURES	CONSTRUCTION & BUILDING TECHNOLOGY
STRUCTURAL CONCRETE	CONSTRUCTION & BUILDING TECHNOLOGY
STRUCTURAL CONTROL & HEALTH MONITORING	CONSTRUCTION & BUILDING TECHNOLOGY
STRUCTURAL DESIGN OF TALL AND SPECIAL BUILDINGS	CONSTRUCTION & BUILDING TECHNOLOGY
STRUCTURAL ENGINEERING INTERNATIONAL	CONSTRUCTION & BUILDING TECHNOLOGY
SUSTAINABLE CITIES AND SOCIETY	CONSTRUCTION & BUILDING TECHNOLOGY
TUNNELLING AND UNDERGROUND SPACE TECHNOLOGY	CONSTRUCTION & BUILDING TECHNOLOGY
WIND AND STRUCTURES	CONSTRUCTION & BUILDING TECHNOLOGY
ZKG INTERNATIONAL	CONSTRUCTION & BUILDING TECHNOLOGY
AMERICAN JOURNAL OF CRITICAL CARE	CRITICAL CARE MEDICINE
AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE	CRITICAL CARE MEDICINE
ANAESTHESIA AND INTENSIVE CARE	CRITICAL CARE MEDICINE
ANASTHESIOLOGIE & INTENSIVMEDIZIN	CRITICAL CARE MEDICINE
ANASTHESIOLOGIE INTENSIVMEDIZIN NOTFALLMEDIZIN SCHMERZTHERAPIE	CRITICAL CARE MEDICINE
ANNALS OF INTENSIVE CARE	CRITICAL CARE MEDICINE
AUSTRALIAN CRITICAL CARE	CRITICAL CARE MEDICINE
BURNS	CRITICAL CARE MEDICINE
CHEST	CRITICAL CARE MEDICINE
CRITICAL CARE	CRITICAL CARE MEDICINE
CRITICAL CARE AND RESUSCITATION	CRITICAL CARE MEDICINE
CRITICAL CARE CLINICS	CRITICAL CARE MEDICINE
CRITICAL CARE MEDICINE	CRITICAL CARE MEDICINE
CRITICAL CARE NURSE	CRITICAL CARE MEDICINE
CURRENT OPINION IN CRITICAL CARE	CRITICAL CARE MEDICINE
INJURY-INTERNATIONAL JOURNAL OF THE CARE OF THE INJURED	CRITICAL CARE MEDICINE
